'bi'kang'de 鼻康德
'san'qian'gu'jing'ke'li 参茜固经颗粒
'shen'xi'gu'jing'ke'li 参茜固经颗粒
'cen'xi'gu'jing'ke'li 参茜固经颗粒
'san'xi'gu'jing'ke'li 参茜固经颗粒
'dan'pi'fen'xiang'jiao'gao 丹皮酚橡胶膏
'zhu'she'yong'jiao'yuan'mei 注射用胶原酶
'ma'huang'hou'pu'tang 麻黄厚朴汤
'ma'huang'hou'pu'shang 麻黄厚朴汤
'jing'yan'san 经验散
'zi'can 紫参
'zi'shen 紫参
'zi'cen 紫参
'zi'san 紫参
'jiao'fan'san 椒矾散
'chi'long'lin'san 赤龙麟散
'shu'feng'zheng 暑风证
'yang'hua'xin'ruan'gao 氧化锌软膏
'xian'bao'di'an'pian 先葆迪安片
'gu'jin'lu'yan'xu'ming'tang 古今录验续命汤
'gu'jin'lu'yan'xu'ming'shang 古今录验续命汤
'bing'wu'suan'mei'pian 丙戊酸镁片
'zhu'she'yong'ru'suan'zuo'yang'fu'sha'xing 注射用乳酸左氧氟沙星
'he'zhong'an'hui'san 和中安蛔散
'hu'zhong'an'hui'san 和中安蛔散
'huo'zhong'an'hui'san 和中安蛔散
'qian'jin'duo'ming'bie'ya'gao 千金夺命鳖牙膏
'feng'shi'gu'tong'jiao'nang 风湿骨痛胶囊
'gui'huang'qing're'ke'li 桂黄清热颗粒
'mai'ye'mu'lan 脉叶木蓝
'mo'ye'mu'lan 脉叶木蓝
'mai'xie'mu'lan 脉叶木蓝
'mo'xie'mu'lan 脉叶木蓝
'hong'sheng'dan 红升丹
'zi'chen'wan 紫沉丸
'zi'kou 紫叩
'chai'qin'tui're'tang 柴芩退热汤
'chai'qin'tui're'shang 柴芩退热汤
'wu'tong'zhuo'zu'tang 梧桐濯足汤
'wu'tong'zhuo'zu'shang 梧桐濯足汤
'wang'gua'gen 王瓜根
'chang'yan'ning'kou'fu'ye 肠炎宁口服液
'tie'luo 铁落
'tie'la 铁落
'tie'lao 铁落
'da'ming'jiao'nang 大明胶囊
'si'wei'xue'lian'hua'ke'li 四味雪莲花颗粒
'qing're'di'huang'yin 清热地黄饮
'qi'yin'liang'shang'yu're'bu'jin'zheng 气阴两伤余热不尽证
'huang'dan'you'gao 黄丹油膏
'zhi'zi'tang 栀子汤
'zhi'zi'shang 栀子汤
'he'bei'xue'qi 河北血杞
'he'bei'xie'qi 河北血杞
'wang'xue'jia 亡血家
'wang'xie'jia 亡血家
'wu'xue'jia 亡血家
'wu'xie'jia 亡血家
'guo'zhen'fan'qie'hong'su'ruan'jiao'nang 国珍番茄红素软胶囊
'qi'ao'wan 七熬丸
'chi'shao'yao'gao 赤芍药膏
'dan'ying'pu'an'zhu'she'ye 胆影葡胺注射液
'hou'zhong'tan'ming 喉中痰鸣
'tian'ran'huang'ti'tong 天然黄体酮
'shang'han'ying'yan'fang 伤寒应验方
'zhi'xue'bao'ke'li 止血宝颗粒
'cu'lv'fen'suan'chang'rong'jiao'nang 醋氯芬酸肠溶胶囊
'long'dan'di'ding 龙胆地丁
'shen'men 神门
'jiu'chan'wan 救产丸
'jian'pi'yi'shen'qing'gan'tang 健脾益肾清肝汤
'jian'pi'yi'shen'qing'gan'shang 健脾益肾清肝汤
'jian'shen'yin 健神饮
'xiao'fu'tong'jie'tang 消菔通结汤
'xiao'fu'tong'jie'shang 消菔通结汤
'dai'jiu'tu'qi'gao 代灸涂脐膏
'mu'bi 木笔
'quan'lu'wan 全鹿丸
'di'fu'san 地肤散
'bai'he'che 白河车
'bai'he'ju 白河车
'zheng'liao'xiao'feng'san 正料消风散
'pao'pao'cao 泡泡草
'yi'tang'mi 宜糖米
'qing'qing'cai 青青菜
'qu'du'yi'gan'fang 祛毒益肝方
'qu'dai'yi'gan'fang 祛毒益肝方
'tiao'zhong'wu'can'wan 调中五参丸
'diao'zhong'wu'can'wan 调中五参丸
'tiao'zhong'wu'shen'wan 调中五参丸
'tiao'zhong'wu'cen'wan 调中五参丸
'tiao'zhong'wu'san'wan 调中五参丸
'diao'zhong'wu'shen'wan 调中五参丸
'diao'zhong'wu'cen'wan 调中五参丸
'diao'zhong'wu'san'wan 调中五参丸
'jing'mo'wan 京墨丸
'qing'long'bai'hu'tang 青龙白虎汤
'du'sheng'rou'fu'zheng 毒盛肉腐证
'du'cheng'rou'fu'zheng 毒盛肉腐证
'dai'sheng'rou'fu'zheng 毒盛肉腐证
'dai'cheng'rou'fu'zheng 毒盛肉腐证
'xin'pi'liang'xu'zheng 心脾两虚证
'lv'zu'qi'ling'gao 吕祖奇灵膏
'lv'zu'ji'ling'gao 吕祖奇灵膏
'xin'ji 心悸
'xiao'ye'jin'lao'mei 小叶金老梅
'shu'shi're'yun'zheng 暑湿热蕴证
'hei'zhi'nian 黑纸拈
'pu'she'qing'wei'tang'jia'jian 蒲蛇清胃汤加减
'pu'yi'qing'wei'tang'jia'jian 蒲蛇清胃汤加减
'pu'lu'ka'yin'fan'suan'gai'jiao'nang 普鲁卡因泛酸钙胶囊
'kang'du'wan 抗毒丸
'wu'gong'ping 蜈蚣萍
'xing'shi'jiang'tan'wan 星石降痰丸
'xing'shi'xiang'tan'wan 星石降痰丸
'fei'xu'bu'gu'zheng 肺虚不固证
'fei'xu'fou'gu'zheng 肺虚不固证
'yang'ti'san 羊蹄散
'ni'hai'long 拟海龙
'wei'zao'fang 煨枣方
'bei'dou'gen'fen'san'pian 北豆根分散片
'yi'tai'mei 抑肽酶
'zhi'chuang'jiao'nang 痔疮胶囊
'ben'jia'suan'li'zha'qu'pu'tan'pian 苯甲酸利扎曲普坦片
'ben'jia'suan'li'za'qu'pu'tan'pian 苯甲酸利扎曲普坦片
'sheng'yang'bu'wei'tang 升阳补胃汤
'sheng'yang'bu'wei'shang 升阳补胃汤
'wu'qin'zhi'xi 五禽之戏
'wu'qin'zhi'hu 五禽之戏
'zha'meng 蚱蜢
'fu'zi'gan'jiang'san 附子干姜散
'jia'huang'suan'pei'fu'sha'xing'pu'tao'tang'zhu'she'ye 甲磺酸培氟沙星葡萄糖注射液
'xiao'shi'zhi'cha 消食滞茶
'qi'li'kang'tie 奇力康贴
'ji'li'kang'tie 奇力康贴
'lai'yang'li'zhi'ke'tang'jiang 莱阳梨止咳糖浆
'jin'tui'si'wu'tang 进退四物汤
'zhi'ren'zhi'suo'bu'wei 至人之所不为
'jin'guan'lin'mao'jue 金冠鳞毛蕨
'gu'jie'cao 骨节草
'qi'yan'san 漆燕散
'du'xiang'you'jiao'wan 杜香油胶丸
'jiang'tang'wan 降糖丸
'xiao'yi'tang 消遗汤
'xiao'wei'tang 消遗汤
'xiao'yi'shang 消遗汤
'xiao'wei'shang 消遗汤
'fu'fang'shuang'qing'qing'hao'su'pian 复方双氢青蒿素片
'cao'xian'yi'gan'san 草仙乙肝散
'fu'fang'ha'qing'zhu'she'ye 复方蛤青注射液
'fu'fang'ge'qing'zhu'she'ye 复方蛤青注射液
'gui'fu'di'huang'kou'fu'ye 桂附地黄口服液
'qing'shang'xie'huo'tang 清上泻火汤
'qing'shang'xie'huo'shang 清上泻火汤
'lan'hua'bian'zhu 蓝花扁竹
'lan'hua'pian'zhu 蓝花扁竹
'chao'zi'su'zi 炒紫苏子
'tou'bao'qiang'an'bian'jiao'nang 头孢羟氨苄胶囊
'wu'fu'li'duo'pian 五氟利多片
'bie'jia'tang 鳖甲汤
'bie'jia'shang 鳖甲汤
'duo'zhong'wei'sheng'su'pian 多种维生素片
'yang'shi'shen'bai'san 杨氏神栢散
'kai'qiao'yu'she 开窍于舌
'hu'gao 虎膏
'bai'tou'weng'she'she'cao'tang 白头翁蛇舌草汤
'bai'tou'weng'she'she'cao'shang 白头翁蛇舌草汤
'da'ji 大蓟
'jian'hong'sha'hua 剪红纱花
'da'xiao'san 大效散
'dai'xiao'san 大效散
'tai'xiao'san 大效散
'shu'san'qi'pian 熟三七片
'shou'san'qi'pian 熟三七片
'dai'er 呆耳
'xiao'er'qi'pi'pian 小儿启脾片
'bao'xin'dan 保心丹
'huo'luo'xiao'chan'jiao'nang 活络消颤胶囊
'huo'luo'xiao'zhan'jiao'nang 活络消颤胶囊
'chu'fang'wai'pei 处方外配
'san'bai'er'huang'tang 三白二黄汤
'san'bai'er'huang'shang 三白二黄汤
'tian'ma'shi'hu'jiu 天麻石斛酒
'sheng'bai'kang'ke'li 升白康颗粒
'ying'jian'shen'xiang'cao 硬尖神香草
'fu'fang'pi'pa'lv'hua'an'kou'fu'ye 复方枇杷氯化铵口服液
'jia'wei'tong'guan'tang 加味通关汤
'jia'wei'tong'guan'shang 加味通关汤
'sang'wu'wan 桑乌丸
'gou'shen 狗肾
'hua'fu'dan 化腐丹
'che'qian'shi 车前实
'tong'gen 桐根
'ying'tong'san 应痛散
'chen'shi'xiao'hong'wan 陈氏小红丸
'shi'zu'quan'xie'jiu 十足全蝎酒
'qu'xie'an'shen'wan 驱邪安神丸
'na'ru'san'wei'wan 那如三味丸
'ne'ru'san'wei'wan 那如三味丸
'nei'ru'san'wei'wan 那如三味丸
'bian'xian'wan 变涎丸
'yao'shu'li'shi 药鼠李实
'cao'wu'gao 草乌膏
'yang'qi'tang 养气汤
'yang'qi'shang 养气汤
'shi'mian 失眠
'qiang'cao'gen 墙草根
'chen'xiang'yang'pi'tang 沉香养脾汤
'chen'xiang'yang'pi'shang 沉香养脾汤
'bi'zhen'wan 闭真丸
'liu'suan'yin'di'na'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'na'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'di'ne'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'di'nei'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'ne'wei'jiao'nang 硫酸茚地那韦胶囊
'liu'suan'yin'de'nei'wei'jiao'nang 硫酸茚地那韦胶囊
'meng'shi'li'tan'wan 礞石利痰丸
'gou'gan 狗肝
'bai'sha'huang'qi'jian'zhong'tang 白砂黄芪建中汤
'bai'sha'huang'qi'jian'zhong'shang 白砂黄芪建中汤
'liu'shen'shuang'shen'fen 六神爽身粉
'jing'yan'gu'beng'tang 经验固崩汤
'jing'yan'gu'beng'shang 经验固崩汤
'shu'yan'qing'pen'wu'ji 舒咽清喷雾剂
'shu'ye'qing'pen'wu'ji 舒咽清喷雾剂
'an'luo'hua'xian'wan 安络化纤丸
'an'luo'hua'qian'wan 安络化纤丸
'an'lao'hua'xian'wan 安络化纤丸
'an'lao'hua'qian'wan 安络化纤丸
'xun'jing'zhuan 偱经传
'zhen'jing'po'sun 真睛破损
'huan'feng'san 缓风散
'ba'feng'xu'ming'tang 八风续命汤
'ba'feng'xu'ming'shang 八风续命汤
'huang'qi'zao'jiang'cha 黄芪枣姜茶
'run'fei'zhi'sou'fang 润肺止嗽方
'ling'ze'pian 灵泽片
'ling'shi'pian 灵泽片
'zhi'jiang'ning'pian 脂降宁片
'zhi'xiang'ning'pian 脂降宁片
'yin'chen'yu'lu'yin 茵陈玉露饮
'yao'ren'gou 咬人狗
'jing'pi'huang'dan'yi 经皮黄疸仪
'ji'su'zi 鸡嗉子
'mi'chuan'qu'feng'san 秘传祛风散
'yan'suan'ke'dai'yin 盐酸可待因
'bing'hou'yu're'wei'jin'lao'fu'zheng 病后余热未尽劳复证
'ren'ya'chi 人牙齿
'bai'ye'ru 柏叶乳
'lian'qiao'gui'wei'jian 连翘归尾煎
'lian'qiao'gui'yi'jian 连翘归尾煎
'shou'wu'jiu 首乌酒
'he'shan'tang'lu'tai'gao 合膳堂鹿胎膏
'ge'shan'tang'lu'tai'gao 合膳堂鹿胎膏
'feng'shi'du'ju'zheng 风湿毒聚证
'feng'shi'dai'ju'zheng 风湿毒聚证
'jiang'huang 姜黄
'yun'nan'hong'yao'jiao'nang 云南红药胶囊
'fu'fang'liu'suan'sha'ding'an'chun'qi'wu'ji 复方硫酸沙丁胺醇气雾剂
'shan'yao 山药
'xiu'zheng'gan'mao'qing'jiao'nang 修正感冒清胶囊
'mei'hua'dian'she'wan 梅花点舌丸
'gang'ren'gen 岗稔根
'ru'suan'yi'sha'a'ding'zhu'she'ye 乳酸依沙吖啶注射液
'ru'suan'yi'sha'ya'ding'zhu'she'ye 乳酸依沙吖啶注射液
'bai'hua'shi'mu'tou 白花虱母头
'an'fen'wan'an'na'min'jiao'nang 氨酚烷胺那敏胶囊
'an'fen'wan'an'ne'min'jiao'nang 氨酚烷胺那敏胶囊
'an'fen'wan'an'nei'min'jiao'nang 氨酚烷胺那敏胶囊
'dao'mi'wan 道秘丸
'dao'bi'wan 道秘丸
'zong'lv'guo 棕榈果
'zi'jing'guo 紫荆果
'zi'jin'guo 紫荆果
'lian'tang'san 莲汤散
'lian'shang'san 莲汤散
'qu'jia'ti'lin'pian 去甲替林片
'song'bai'shu'nao'xin'di'wan 松柏舒脑欣滴丸
'bu'yi'zhu'shen'wan 补益猪肾丸
'cheng'jin'dan 称金丹
'chen'jin'dan 称金丹
'ku'di'ding 苦地丁
'li'qi'kuan'chang'tang 理气宽肠汤
'li'qi'kuan'chang'shang 理气宽肠汤
'tuo'nang 脱囊
'hu'qi'mo'zheng'ya 呼气末正压
'hun'jue 昏厥
'fu'fang'ru'suan'na'shan'li'chun'zhu'she'ye 复方乳酸钠山梨醇注射液
'long'dan'xie'gan'tang'jia'jian'fang 龙胆泻肝汤加减方
'qing'xin'san 清心散
'wei'yang'ning'wan 胃疡宁丸
'xue'jie'san 血竭散
'lu'dou'jin'jiang 露兜竻蔃
'lu'dou'le'jiang 露兜竻蔃
'lu'dou'jin'qiang 露兜竻蔃
'lu'dou'le'qiang 露兜竻蔃
'lou'dou'jin'jiang 露兜竻蔃
'lou'dou'le'jiang 露兜竻蔃
'lou'dou'jin'qiang 露兜竻蔃
'lou'dou'le'qiang 露兜竻蔃
'chen'sha'li'tan'wan 辰砂利痰丸
'han'chun'teng 含春藤
'wei'fu'chun'pian 胃复春片
'po'xiao 朴硝
'pu'xiao 朴硝
'xiao'chai'hu'jia'chang'shan'tang 小柴胡加常山汤
'xiao'chai'hu'jia'chang'shan'shang 小柴胡加常山汤
'mi'chuan'zhen'jing'wan 秘传镇惊丸
'tian'ran'la'jiao'su 天然辣椒素
'gu'yang'jiao'san 羖羊角散
'xiao'yan'li'dan'di'wan 消炎利胆滴丸
'an'shen'dan 安神丹
'ma'yi'da'bu'wan 蚂蚁大补丸
'da'bu'yuan'tang 大补元汤
'da'bu'yuan'shang 大补元汤
'shi'liu'wei'du'juan'hua'wan 十六味杜鹃花丸
'pi'kong 皮孔
'zhi'tong'hua'wei'pian 止痛化癓片
'yi'gu'lun'bin 异古伦宾
'bu'pi'wan 补脾丸
'niu'xin'qie'zi 牛心茄子
'bao'fu'kang'shuan 保妇康栓
'mian'xiang 缅香
'hu'shi'ren 槲实仁
'tu'xie'du'tong'jiao'nang 吐泻肚痛胶囊
'huo'luo'tou'du'yin 活络透毒饮
'huo'luo'tou'dai'yin 活络透毒饮
'zi'su'ye'cha 紫苏叶茶
'shen'zhe'san 肾着散
'shen'zhao'san 肾着散
'shen'zhuo'san 肾着散
'zi'shen'gao 滋肾膏
'huang'chou 黄臭
'huang'xiu 黄臭
'chuan'shan'jia 川山甲
'ma'huang'jia'sheng'di'huang'tang 麻黄加生地黄汤
'ma'huang'jia'sheng'di'huang'shang 麻黄加生地黄汤
'zhi'tong'ya'san 止痛牙散
'dan'huang'you'cha'ji 蛋黄油搽剂
'jin'tong 今通
'qin'gui'wan 秦桂丸
'tian'xiong'shi'hu'wan 天雄石斛丸
'tiao'wei'cheng'qi'tang 调味承气汤
'bu'yi'zhong'yao 补益中药
'cu'suan'jia'ji'qing'hua'po'ni'song 醋酸甲基氢化泼尼松
'qing'ting 蜻蜓
'ran'she'dan'san 蚺蛇胆散
'qing'yang'zhi'gao 青羊脂膏
'ka'la'mei'su 卡拉霉素
'xiao'zhi'zhi'tong'wan 消滞止痛丸
'shui'hong'san 睡洪散
'weng'cai'yu'mi'xu'cha 蕹菜玉米须茶
'chen'xiang'mo'pi'tang 沉香磨脾汤
'chen'xiang'mo'pi'shang 沉香磨脾汤
'lv'zu'shi'ru'yi'wan 吕祖师如意丸
'san'zhen'tang 三真汤
'san'zhen'shang 三真汤
'jie'gu'jin'dan 接骨金丹
'bai'zhi'mo'gao 白芷摩膏
'bai'zhi'ma'gao 白芷摩膏
'yu'tou'wu'ban'bing 芋头污斑病
'bie'jia'zi'jiu 鳖甲渍酒
'shu'wu'jia 树五加
'an'shen'shui'bao'jiao'nang 安神睡宝胶囊
'zhen'gan'gu'dan'tang 镇肝固胆汤
'zhen'gan'gu'dan'shang 镇肝固胆汤
'er'xiao'san 二消散
'tong 桐
'zhi'zhong'feng'shi'yin 治中风失音
'er'shui'he'liu'suan'gai 二水合硫酸钙
'er'shui'ge'liu'suan'gai 二水合硫酸钙
'bao'dao'jian'yang'pian 宝岛健阳片
'an'yang'jing'zhi'gao 安阳精制膏
'sai'qu'si'te'ke'li 塞曲司特颗粒
'se'qu'si'te'ke'li 塞曲司特颗粒
'zi'di'ning'xue'san 紫地凝血散
'zi'de'ning'xue'san 紫地凝血散
'fu'fang'gan'cao'suan'gan'zhu'she'ye 复方甘草酸苷注射液
'se'jing'zhi'yi'ji 涩精止遗剂
'se'jing'zhi'wei'ji 涩精止遗剂
'yang'mao'fen'jin 羊毛分筋
'lin'shu'tai'zi'shen 临沭太子参
'duan'xue'liu 断血流
'jiu'chuan'xiong 酒川芎
'zhu'huang'fen 珠黄粉
'wu'jiu'zi 乌桕子
'lu'rong'tang 鹿茸汤
'lu'rong'shang 鹿茸汤
'ji'sha'zhi'bao'dan 急痧至宝丹
'ba'wei'qin'pi'wan'shui'wan 八味秦皮丸水丸
'shang'han'tang 伤寒汤
'shang'han'shang 伤寒汤
'xiao'deng'xin'cao 小灯心草
'jie'jing'zhen'tong'ding 解痉镇痛酊
'hui'yang'jiu'ni 回阳救逆
'can'yang'pian 参阳片
'shen'yang'pian 参阳片
'cen'yang'pian 参阳片
'san'yang'pian 参阳片
'dian'yan'xiao'huang'lian'gao 点眼小黄连膏
'ma'an'ye 马鞍叶
'ma'an'xie 马鞍叶
'bao'yi'bu'xia 胞衣不下
'huang'lian'xing'ren'tang 黄连杏仁汤
'huang'lian'xing'ren'shang 黄连杏仁汤
'mi'cao 蜜草
'wai'gan'ping'an'cha 外感平安茶
'xuan'shen'lian'zao'yin 玄参莲枣饮
'hua'yi'bai'xian'bing 花翳白陷病
'lu'jiao'qiu'shi'wan 鹿角秋石丸
'lu'jiao'qiu'dan'wan 鹿角秋石丸
'chen'xiang'li'ge'wan 沉香利膈丸
'xiao'wu'chen'tang 小乌沉汤
'xiao'wu'chen'shang 小乌沉汤
'shuang'dan'pian 双丹片
'sha'mu'you 杉木油
'shan'mu'you 杉木油
'lv'dan 铝丹
'yan'suan'yi'da'bi'xing'jiao'nang 盐酸伊达比星胶囊
'yi'fu'qing'ru'gao 益肤清乳膏
'xiao'hui'xiang'jiu 小茴香酒
'an'hun'hu'po'dan 安魂琥珀丹
'hong'yao'zi 红药子
'gu'zhi'zeng'sheng'wan 骨质增生丸
'zhu'ye'san 竹叶散
'ru'shen'zhi'xie'yuan 如神止泻圆
'chai'hu'shao'yao'dan'pi'tang 柴胡芍药丹皮汤
'chai'hu'shao'yao'dan'pi'shang 柴胡芍药丹皮汤
'chao'ru'xiang 炒乳香
'shen'an'jiao'nang 神安胶囊
'hong'ma'ti'cao 红马蹄草
'yi'rong'an'shen'tang 益荣安神汤
'yi'rong'an'shen'shang 益荣安神汤
'luo'shi'san 络石散
'xie'ye'gao 薤叶膏
'xie'xie'gao 薤叶膏
'ye'ning'tang'jiang 夜宁糖浆
'yan'suan'zuo'yang'fu'sha'xing'ruan'gao 盐酸左氧氟沙星软膏
'ka'ba'su 卡巴素
'yu'xie 玉屑
'yi'qi'sheng'yang'chu'shi'tang 益气升阳除湿汤
'yi'qi'sheng'yang'chu'shi'shang 益气升阳除湿汤
'gu'qing'gu'bai'san 古卿古败散
'shu'feng'xiao'min'wan 疏风消敏丸
'bu'xue'run'ze'jiao'nang 补血润泽胶囊
'tan'shi'jie'ju'zheng 痰湿结聚证
'shang'kou'xiao 伤口消
'xie'gan'tong'sheng'san 泻肝通圣散
'san'huang'tang 三黄汤
'san'huang'shang 三黄汤
'si'bao'dan 四宝丹
'hua'tai'jian 滑胎煎
'lan'tui'jia'zhi'gao 烂腿夹纸膏
'lan'tui'ga'zhi'gao 烂腿夹纸膏
'lan'tui'xia'zhi'gao 烂腿夹纸膏
'fan'bei'bai'cao 翻背白草
'tong'jing'ning'jiao'nang 痛经宁胶囊
'ji'bing'fang'bian 既病防变
'cao'wu'jia'su'jiao'wan 草乌甲素胶丸
'xian'shu'tong'shen'san 仙术通神散
'ao'ye'hou'pu 凹叶厚朴
'wa'ye'hou'pu 凹叶厚朴
'ao'xie'hou'pu 凹叶厚朴
'wa'xie'hou'pu 凹叶厚朴
'tong'bu'jiao'ti'fang 通补交替方
'jue'sha 镢莎
'jue'suo 镢莎
'yu'mi'chun'rong'dan'bai 玉米醇溶蛋白
'mian'gen'teng 面根藤
'ji'zhong'ding 济众酊
'gui'yuan'ju'qi'jiu 归圆菊杞酒
'yang'jiao'mian 羊角棉
'wang'lao'ji'liang'cha'ke'li 王老吉凉茶颗粒
'ha'xi'nai'de'ru'gao 哈西奈德乳膏
'she'tai'bai'run 舌苔白润
'jia'wei'si'wu'jiu 加味四物酒
'er'long'tong'qiao'wan 耳聋通窍丸
'yi'du'qin'xi'zheng 疫毒侵袭证
'yi'dai'qin'xi'zheng 疫毒侵袭证
'gui'zhi'huang'qi'tang 桂枝黄耆汤
'gui'zhi'huang'qi'shang 桂枝黄耆汤
'feng'shi'ling'mu'zheng 风湿凌目证
'jin'lian'hua'pian 金莲花片
'ning'fei'san 宁肺散
'gui'cheng'tang 归承汤
'gui'cheng'shang 归承汤
'an'rong'san 安荣散
'zi'yin'jiu'bao'yin 滋阴九宝饮
'jiu'wei'wen'yang'dan 九味温阳丹
'ma'bian'cao 马鞭草
'zhong'yao'mei'rong'pei'fang 中药美容配方
'guang'ling'dan 广灵丹
'chang'shan'jiu 常山酒
'xuan'shuang 玄霜
'tiao'wei'cheng'qi'jia'ju'pi'tang 调胃承气加橘皮汤
'diao'wei'cheng'qi'jia'ju'pi'tang 调胃承气加橘皮汤
'tiao'wei'cheng'qi'jia'ju'pi'shang 调胃承气加橘皮汤
'diao'wei'cheng'qi'jia'ju'pi'shang 调胃承气加橘皮汤
'la'zhi'gao 腊脂膏
'bu'gu'zhi 补骨脂
'huo'xue'hua'yu 活血化瘀
'pan'long'qi 盘龙七
'yin'yu'yi'yi'jiu 茵芋薏苡酒
'san'qi'huo'xue'wan 三七活血丸
'cha'ya'tang 茶牙汤
'cha'ya'shang 茶牙汤
'shi'liu'pi'tang 石榴皮汤
'shi'liu'pi'shang 石榴皮汤
'she'xiang'nuan'qi'gao 麝香暖脐膏
'huo'xue'zhen'tong'gao 活血镇痛膏
'an'ben'feng'pian 氨苯砜片
'zi'bei'tian'kui 紫背天葵
'ling'yin'ji'xiao'fang 令阴急小方
'ben'jia'suan'ci'er'chun'zhu'she'ye 苯甲酸雌二醇注射液
'yin'xu'huo'dong'zheng 阴虚火动证
'zi'gui'you 紫归油
'jian'pi'tang 健脾汤
'jian'pi'shang 健脾汤
'li'dan'xiao'yan'cha 利胆消炎茶
'zhi'er'ling 稚儿灵
'shi'he'wan 试和丸
'shi'hu'wan 试和丸
'shi'huo'wan 试和丸
'long'nao'gao'xiang 龙脑膏香
'fu'fang'pu'qin'pian 复方蒲芩片
'zhuan'jin 转筋
're'bi 热痹
'tong'xin'luo'pian 通心络片
'tong'xin'lao'pian 通心络片
'xia'ye'sha'shen 狭叶沙参
'xia'xie'sha'shen 狭叶沙参
'huang'jie 黄结
'wu'gen'you'wan 五根油丸
'bai'pi'tang 柏皮汤
'bo'pi'tang 柏皮汤
'bai'pi'shang 柏皮汤
'bo'pi'shang 柏皮汤
'yan'suan'a'fu'zuo'qin'huan'shi'pian 盐酸阿夫唑嗪缓释片
'yan'suan'e'fu'zuo'qin'huan'shi'pian 盐酸阿夫唑嗪缓释片
'qian'shi'fen 芡实粉
'shu'gan'shun'qi'wan 舒肝顺气丸
'xiao'gan'tui'yi'zhu'gan'san 消疳退翳猪肝散
'zi'he'che'fen 紫河车粉
'dan'shi'zhi'gan'zhu'ye'xun 丹石栀甘竹叶寻
'dan'dan'zhi'gan'zhu'ye'xun 丹石栀甘竹叶寻
'mi'mao'tao'ye'shan'hu'ye 密毛桃叶珊瑚叶
'mi'mao'tao'xie'shan'hu'ye 密毛桃叶珊瑚叶
'mi'mao'tao'ye'shan'hu'xie 密毛桃叶珊瑚叶
'mi'mao'tao'xie'shan'hu'xie 密毛桃叶珊瑚叶
'di'wu'tao 地乌桃
'de'wu'tao 地乌桃
'da'ban'xia'zhi'chen'tang 大半夏枳陈汤
'tian'gua'ye 甜瓜叶
'tian'gua'xie 甜瓜叶
'jin'tang'ning'jiao'nang 金糖宁胶囊
'qing'dan 清胆
'yin'he'tang 银荷汤
'yin'he'shang 银荷汤
'qing'wei 清胃
'hai'zhen'er'qi'dan 还真二七丹
'xiong'gui'er'chen'tang 芎归二陈汤
'jiang'zi'tang 降子汤
'xiang'zi'tang 降子汤
'jiang'zi'shang 降子汤
'xiang'zi'shang 降子汤
'fan'shi'liu'shu'pi 番石榴树皮
'qie'hua 茄花
'jia'hua 茄花
'ba'da'run'sou'gao 叭哒润嗽膏
'pa'da'run'sou'gao 叭哒润嗽膏
'yang'qi'shi'yuan 阳起石圆
'ren'shen'xu 人参须
'yi'lai'kang'ren'shen'tian'ma'yao'jiu 益来康人参天麻药酒
'fu'fang'ma'chi'xian'he'ji 复方马齿苋合剂
'wu'gong'jian 蜈蚣饯
'shu'feng'tang 疏风汤
'shu'feng'shang 疏风汤
'mu'ding'xiang'ti'qu'wu 母丁香提取物
'shuang'jie'san'jia'jie'du'tang 双解散加解毒汤
'shuang'jie'san'jia'jie'du'shang 双解散加解毒汤
'gong'fang'qi'xiang'wan 宫方七香丸
're'zai'xin'ying'zheng 热在心营证
'nuan'zhong'wan 暖中丸
'liu'suan'qing'da'mei'su'ke'li 硫酸庆大霉素颗粒
'yi'xin'jian'pi'ke'li 益心健脾颗粒
'yu'dan'rong'xin'wan 玉丹荣心丸
'gui'zhi'shao'yao'tang 桂枝芍药汤
'gui'zhi'shao'yao'shang 桂枝芍药汤
'wei'pi'xiang'chong'tang'jia'jian 猬皮香虫汤加减
'xin'xia'pi'man 心下痞满
'wan'xuan'fu'ping'wan 顽癣浮萍丸
'ye'hua'jiao'gen 野花椒根
'zeng'jian'shui'yao'huang'zi'tang 增减水药皇子汤
'zeng'jian'shui'yao'huang'zi'shang 增减水药皇子汤
'xue'jie 血竭
'qin'jiao'fang'feng'tang 秦艽防风汤
'qin'jiao'fang'feng'shang 秦艽防风汤
'fu'fang'shui'yang'suan'bing'pian'ruan'gao 复方水杨酸冰片软膏
'zhuan'ke'zheng'hou 专科证候
'fu'fang'mu'zei'tang 复方木贼汤
'fu'fang'mu'zei'shang 复方木贼汤
'mang'guo'he 杧果核
'mang'guo'hu 杧果核
'kong'tiao'wu'ran 空调污染
'shen'xiao'jian 神效煎
'tian'zhu'huang 天竹黄
'xin'bei'er'ke'xiao'er'ke'chuai'ling'ke'li 新贝儿克小儿咳踹灵颗粒
'xin'bei'er'ke'xiao'er'hai'chuai'ling'ke'li 新贝儿克小儿咳踹灵颗粒
'ba'zhen'wan'shui'mi'wan 八珍丸水蜜丸
're'du'ping'ke'li 热毒平颗粒
'sheng'ju'tang 升桔汤
